93.24,1566448863,762.46,51.44427485,7.49154533,270.46,5.03,0.30,216.53,1,-91.00,-6.00,16.00,12.00,40.00,7.00,12918809,324,0,4.70002,18.4134,28,19.0469
134.24,1566448904,1303.47,51.44068572,7.48629719,270.25,13.69,-0.42,231.86,1,-73.00,-6.00,25.00,15.00,59.00,2.00,12918810,325,1,2.05001,18.4478,27,3.57813
204.24,1566448974,2236.59,51.43823471,7.47765725,287.28,16.58,0.71,53.86,1,-89.00,-4.00,25.00,15.00,42.00,11.00,12918811,326,2,3.50001,16.8879,27,16.5781
244.24,1566449014,3063.92,51.44365621,7.48548840,275.61,22.29,-0.21,23.35,1,-75.00,-6.00,27.00,15.00,57.00,2.00,12918809,324,3,2.00001,18.0181,29,3.48438
338.24,1566449108,5492.88,51.44154901,7.45668790,234.03,32.88,0.39,269.49,1,-85.00,-6.00,14.00,10.00,46.00,16.00,14301697,144,4,4.70002,18.1555,25,11.5
379.24,1566449149,6823.53,51.44381102,7.43805225,211.52,34.24,0.26,291.25,1,-74.00,-6.00,40.00,15.00,57.00,2.00,14301723,146,5,2.05001,22.4658,27,0.234375
433.24,1566449203,8740.59,51.45647018,7.42184387,152.97,35.37,-0.07,339.53,1,-74.00,-6.00,14.00,13.00,58.00,10.00,13806082,70,6,2.70001,16.0357,22,-0.4375
525.24,1566449295,11677.56,51.47603964,7.39419070,176.19,26.74,0.03,331.22,1,-86.00,-6.00,15.00,15.00,46.00,13.00,13884162,59,7,4.60002,11.5687,22,11.5781
646.24,1566449416,13051.40,51.48546436,7.40272099,188.48,17.02,0.11,48.54,1,-98.00,-8.00,10.00,2.00,36.00,6.00,13884186,59,8,6.05002,24.3217,23,17.8125
699.24,1566449469,13862.99,51.48916214,7.41063719,164.38,13.97,0.32,347.80,1,-71.00,-6.00,27.00,13.00,60.00,6.00,13821978,171,9,2.65001,25.4503,26,-2.70313
