70.01,1568120965,296.62,51.49020603,7.41729405,154.25,11.77,1.29,169.15,1,-82.00,-7.00,25.00,2.00,56.00,3.00,29391105,167,0,3.60001,26.2057,47,12.0625
147.01,1568121042,1286.73,51.48186996,7.41677827,148.27,13.48,-0.46,201.55,1,-86.00,-9.00,15.00,12.00,54.00,5.00,28365056,359,1,3.85001,23.8946,50,15.9375
227.01,1568121122,2341.83,51.48233950,7.43126349,138.46,0.00,0.00,96.81,1,-94.00,-8.00,1.00,10.00,42.00,5.00,28367106,86,2,4.00002,15.8967,30,9.15625
313.01,1568121208,2799.76,51.48182004,7.43816807,152.97,8.01,-1.94,96.11,1,-88.00,-6.00,20.00,2.00,49.00,5.00,28367105,85,3,4.30002,24.8916,30,17.3594
420.01,1568121315,3726.06,51.47616169,7.44669081,159.07,9.96,-0.16,151.96,1,-93.00,-7.00,12.00,2.00,47.00,7.00,29568768,415,4,5.35002,22.4437,33,16.6406
490.01,1568121385,4366.48,51.47249668,7.45357890,162.50,17.20,-0.55,105.41,1,-81.00,-6.00,22.00,15.00,56.00,4.00,29568768,415,5,3.50001,27.8886,32,7.15625
611.01,1568121506,5375.53,51.46945410,7.46740450,154.65,18.86,0.09,88.35,1,-105.00,-12.00,-6.00,6.00,37.00,14.00,29401601,379,6,6.05002,11.5956,28,20.3438
697.01,1568121592,6393.96,51.46999436,7.48177926,176.06,7.73,-0.15,161.26,1,-93.00,-8.00,4.00,2.00,46.00,8.00,26378497,496,7,4.30002,15.3641,47,20.0781
767.01,1568121662,7158.84,51.46322924,7.48075857,172.61,12.77,0.44,197.55,1,-82.00,-7.00,25.00,2.00,57.00,7.00,29913346,433,8,3.50001,28.2829,32,12.0625
837.01,1568121732,7426.05,51.46201052,7.48224087,173.95,11.81,-0.09,91.83,1,-82.00,-7.00,8.00,2.00,56.00,2.00,29913346,433,9,3.50001,24.2635,40,13.2344
922.01,1568121817,8507.14,51.45349157,7.48484039,227.87,13.31,0.65,129.44,1,-89.00,-7.00,28.00,11.00,48.00,4.00,28371202,66,10,4.25002,29.9034,39,13.7969
