time,prediction,prediction_tau,idle,transmit
0,19,14,0,0
0,19,15,0,0
0,19,16,0,0
0,19,17,0,0
0,19,18,0,0
0,19,19,0,0
0,19,20,0,0
0,19,21,0,0
0,19,22,0,0
0,19,23,0,0
0,19,24,0,0
0,19,25,0,0
0,20,0,0,0
0,20,1,0,0
0,20,2,0,0
0,20,3,0,0
0,20,4,0,0
0,20,5,0,0
0,20,6,0,0
0,20,7,0,0
0,20,8,0,0
0,20,9,0,0
0,20,10,0,0
0,20,11,0,0
0,20,12,0,0
0,20,13,0,0
0,20,14,0,0
0,20,15,0,0
0,20,16,0,0
0,20,17,0,0
0,20,18,0,0
0,20,19,0,0
0,20,20,0,0
0,20,21,0,0
0,20,22,0,0
0,20,23,0,0
0,20,24,0,0
0,20,25,0,0
0,21,0,0,0
0,21,1,0,0
0,21,2,0,0
0,21,3,0,0
0,21,4,0,0
0,21,5,0,0
0,21,6,0,0
0,21,7,0,0
0,21,8,0,0
0,21,9,0,0
0,21,10,0,0
0,21,11,0,0
0,21,12,0,0
0,21,13,0,0
0,21,14,0,0
0,21,15,0,0
0,21,16,0,0
0,21,17,0,0
0,21,18,0,0
0,21,19,0,0
0,21,20,0,0
0,21,21,0,0
0,21,22,0,0
0,21,23,0,0
0,21,24,0,0
0,21,25,0,0
0,22,0,0,0
0,22,1,0,0
0,22,2,0,0
0,22,3,0,0
0,22,4,0,0
0,22,5,0,0
0,22,6,0,0
0,22,7,0,0
0,22,8,0,0
0,22,9,0,0
0,22,10,0,0
0,22,11,0,0
0,22,12,0,0
0,22,13,0,0
0,22,14,0,0
0,22,15,0,0
0,22,16,0,0
0,22,17,0,0
0,22,18,0,0
0,22,19,0,0
0,22,20,0,0
0,22,21,0,0
0,22,22,0,0
0,22,23,0,0
0,22,24,0,0
0,22,25,0,0
0,23,0,0,0
0,23,1,0,0
0,23,2,0,0
0,23,3,0,0
0,23,4,0,0
0,23,5,0,0
0,23,6,0,0
0,23,7,0,0
0,23,8,0,0
0,23,9,0,0
0,23,10,0,0
0,23,11,0,0
0,23,12,0,0
0,23,13,0,0
0,23,14,0,0
0,23,15,0,0
0,23,16,0,0
0,23,17,0,0
0,23,18,0,0
0,23,19,0,0
0,23,20,0,0
0,23,21,0,0
0,23,22,0,0
0,23,23,0,0
0,23,24,0,0
0,23,25,0,0
0,24,0,0,0
0,24,1,0,0
0,24,2,0,0
0,24,3,0,0
0,24,4,0,0
0,24,5,0,0
0,24,6,0,0
0,24,7,0,0
0,24,8,0,0
0,24,9,0,0
0,24,10,0,0
0,24,11,0,0
0,24,12,0,0
0,24,13,0,0
0,24,14,0,0
0,24,15,0,0
0,24,16,0,0
0,24,17,0,0
0,24,18,0,0
0,24,19,0,0
0,24,20,0,0
0,24,21,0,0
0,24,22,0,0
0,24,23,0,0
0,24,24,0,0
0,24,25,0,0
0,25,0,0,0
0,25,1,0,0
0,25,2,0,0
0,25,3,0,0
0,25,4,0,0
0,25,5,0,0
0,25,6,0,0
0,25,7,0,0
0,25,8,0,0
0,25,9,0,0
0,25,10,0,0
0,25,11,0,0
0,25,12,0,0
0,25,13,0,0
0,25,14,0,0
0,25,15,0,0
0,25,16,0,0
0,25,17,0,0
0,25,18,0,0
0,25,19,0,0
0,25,20,0,0
0,25,21,0,0
0,25,22,0,0
0,25,23,0,0
0,25,24,0,0
0,25,25,0,0
1,0,0,-0.0132602,-0.105223
1,0,1,-0.00929226,-0.105891
1,0,2,-0.00593265,-0.0765671
1,0,3,-0.00735726,-0.104404
1,0,4,-0.00446719,-0.0501506
1,0,5,-0.00557851,-0.104939
1,0,6,0,0
1,0,7,-0.0039643,-0.0950675
1,0,8,-0.00108187,-0.0405325
1,0,9,-0.000902531,-0.0410325
1,0,10,0,0
1,0,11,-0.000322275,-0.0141651
1,0,12,0,0
1,0,13,0,0
1,0,14,0,0
1,0,15,0,0
1,0,16,0.00135153,-0.024735
1,0,17,0.00176232,-0.0408558
1,0,18,0,0
1,0,19,0,0
1,0,20,0,0
1,0,21,0,0
1,0,22,0,0
1,0,23,0,0
1,0,24,0,0
1,0,25,0,0
1,1,0,-0.039752,-0.319248
1,1,1,-0.0292448,-0.305469
1,1,2,-0.0252149,-0.313398
1,1,3,-0.025081,-0.280037
1,1,4,-0.020705,-0.304954
1,1,5,-0.0180833,-0.281815
1,1,6,-0.014997,-0.296495
1,1,7,-0.0112633,-0.258258
1,1,8,-0.00597797,-0.209856
1,1,9,-0.00270959,-0.142511
1,1,10,-0.000756021,-0.104507
1,1,11,-8.02934e-05,-0.105019
1,1,12,0.00131443,-0.160528
1,1,13,0.00244204,-0.13329
1,1,14,0.00204321,-0.0874498
1,1,15,0.00559532,-0.0889977
1,1,16,0.00170408,-0.0338509
1,1,17,0.00521964,-0.10229
1,1,18,0,0
1,1,19,0.00472414,-0.0331904
1,1,20,0.00544658,-0.0737203
1,1,21,0.00320489,-0.0371991
1,1,22,0,0
1,1,23,0,0
1,1,24,0,0
1,1,25,0,0
1,2,0,-0.0393651,-0.344751
1,2,1,-0.0281341,-0.289625
1,2,2,-0.0243564,-0.216204
1,2,3,-0.0269551,-0.30701
1,2,4,-0.0227404,-0.254376
1,2,5,-0.0207058,-0.335869
1,2,6,-0.0165481,-0.301794
1,2,7,-0.0123527,-0.294752
1,2,8,-0.00800626,-0.227583
1,2,9,-0.00609488,-0.253732
1,2,10,-0.00114001,-0.200209
1,2,11,0.000701199,-0.212828
1,2,12,0.00133335,-0.145855
1,2,13,0.00143965,-0.0647696
1,2,14,0.00309508,-0.0901405
1,2,15,0.00839613,-0.147456
1,2,16,0,0
1,2,17,0.00356688,-0.0470168
1,2,18,0.00249446,-0.029417
1,2,19,0.00458323,-0.0515574
1,2,20,0.00253233,-0.0142091
1,2,21,0,0
1,2,22,0,0
1,2,23,0.00416434,-0.0350325
1,2,24,0,0
1,2,25,0,0
1,3,0,-0.0395441,-0.29742
1,3,1,-0.0341815,-0.267635
